location_id,name,stars,rating,num_reviews,ranking_barcelona,price_min_usd,price_max_usd,price_lowest,address,phone,latitude,longitude,category,url
27494432,Factory Gardens Hostel,4,0,0,,,,,"Pg. d'Isabel II, 10 Ciutat Vella, Barcelona Spain",+34 622 93 41 52,41.396446,2.163815,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d27494432-Reviews-Factory_Gardens_Hostel-Barcelona_Catalonia.html
27506588,Hotel Catalonia Born,,3,2,#501 of 521 hotels in Barcelona,,,,08003 Barcelona Spain,+34 932 68 86 00,41.385143,2.18289,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d27506588-Reviews-Hotel_Catalonia_Born-Barcelona_Catalonia.html
27523172,Grandom Suites,4,0,0,,,,,"Placa Del Doctor Letamendi, 26, 8007 Barcelona Spain",+34 934 51 10 24,41.38987,2.160675,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d27523172-Reviews-Grandom_Suites-Barcelona_Catalonia.html
27524353,Rooms Aribau,4,1,2,#297 of 313 B&Bs / Inns in Barcelona,88,364,,"Carrer D'Aribau, 84, 08036 Barcelona Spain",,41.389553,2.157985,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d27524353-Reviews-Rooms_Aribau-Barcelona_Catalonia.html
27536797,Hostel Operarambles,,4,1,#486 of 888 Specialty lodging in Barcelona,113,470,,"C/ De Sant Pau, 20, Ciutat Vella, 08001 Barcelona Spain",,41.380276,2.172851,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d27536797-Reviews-Hostel_Operarambles-Barcelona_Catalonia.html
27663352,Short Stay Group Paseo de Gracia Serviced Apartments,,0,0,,,,,"Carrer de la Diputacio, 291, 08009 Barcelona Spain",,41.392033,2.168882,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d27663352-Reviews-Short_Stay_Group_Paseo_de_Gracia_Serviced_Apartments-Barcelona_Catalonia.html
27694021,GuestHouse,,0,0,,,,,"Carrer Ample 24, 08002 Barcelona Spain",,41.38007,2.17967,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d27694021-Reviews-GuestHouse-Barcelona_Catalonia.html
27697189,HLesseps14,,0,0,,,,,"14 Avinguda de Vallcarca, 08023 Barcelona Spain",,41.408314,2.14938,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d27697189-Reviews-HLesseps14-Barcelona_Catalonia.html
27702802,Habitaciones Rambla Catalunya,,0,0,,,,,"256 Carrer de València, 08007 Barcelona Spain",,41.391567,2.162174,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d27702802-Reviews-Habitaciones_Rambla_Catalunya-Barcelona_Catalonia.html
27703120,Flor Habitaciones,,0,0,,92,205,,"218 Carrer de Roger de Flor, 08013 Barcelona Spain",,41.40001,2.17137,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d27703120-Reviews-Flor_Habitaciones-Barcelona_Catalonia.html
27716166,No 130 - The Streets Apartments Barcelona,,0,0,,,,,"C/ Arago, 130, 08003 Barcelona Spain",,41.38504,2.15546,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d27716166-Reviews-No_130_The_Streets_Apartments_Barcelona-Barcelona_Catalonia.html
27716271,Martha's Guesthouse,2,0,0,,,,,"Carrer de Guardia 14, BIS, 3-2, Barcelona Spain",,41.377674,2.174246,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d27716271-Reviews-Martha_s_Guesthouse-Barcelona_Catalonia.html
27730772,Roomy Barcelona,,0,0,,,,,"C/ de Còrsega, 257 L'Eixample, 08036 Barcelona Spain",+34 689 82 70 39,41.393257,2.154547,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d27730772-Reviews-Roomy_Barcelona-Barcelona_Catalonia.html
27747264,Sagrada Familia Stay,,0,0,,,,,"222 Carrer De Roger De Flor 4 Numero 1, 08013 Barcelona Spain",,,,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d27747264-Reviews-Sagrada_Familia_Stay-Barcelona_Catalonia.html
27800252,By Plaza Catalunya Rooms,,0,0,,,,,"2 Carrer De Roger De Llúria, 8010 Barcelona Spain",,41.38991,2.17341,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d27800252-Reviews-By_Plaza_Catalunya_Rooms-Barcelona_Catalonia.html
27804933,Flora House Barcelona,,0,0,,,,,"Rambla del Raval 12, 08002 Barcelona Spain",+39 392 261 7220,41.37876,2.168673,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d27804933-Reviews-Flora_House_Barcelona-Barcelona_Catalonia.html
27910097,Urquinaona Rooms,,0,0,,,,,"5 Plaça d'Urquinaona, 08010 Barcelona Spain",,41.389317,2.172738,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d27910097-Reviews-Urquinaona_Rooms-Barcelona_Catalonia.html
27923498,INNSiDE by Meliá Barcelona Apolo,4,0,0,,179,461,,"Avinguda del Paral·lel, 57-59, 08004 Barcelona Spain",+34 933 43 30 00,41.374733,2.170382,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d27923498-Reviews-INNSiDE_by_Melia_Barcelona_Apolo-Barcelona_Catalonia.html
27955877,Rustic Style Apartments & Studios BCN,,0,0,,,,,"Carrer de Gombau, 08003 Barcelona Spain",,41.38708,2.179117,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d27955877-Reviews-Rustic_Style_Apartments_Studios_BCN-Barcelona_Catalonia.html
27956720,Private Rooms In Born,,0,0,,,,,"3 Carrer Antic de Sant Joan, 08003 Barcelona Spain",,41.384995,2.183422,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d27956720-Reviews-Private_Rooms_In_Born-Barcelona_Catalonia.html
27957541,By Born Rooms,,0,0,,,,,"6, Carrer De La Princesa, 08003 Barcelona Spain",,41.384277,2.179225,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d27957541-Reviews-By_Born_Rooms-Barcelona_Catalonia.html
27958292,Barnapartments Raval,,0,0,,192,407,,"27 Carrer del Marquès de Barberà, 08001 Barcelona Spain",,41.37803,2.172032,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d27958292-Reviews-Barnapartments_Raval-Barcelona_Catalonia.html
27965297,By Universitat Rooms,,0,0,,,,,"11 Carrer de Balmes, 08007 Barcelona Spain",,41.3867,2.165651,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d27965297-Reviews-By_Universitat_Rooms-Barcelona_Catalonia.html
27966900,Serennia Apartamentos Arc de Triomf,3.5,5,1,#419 of 888 Specialty lodging in Barcelona,259,475,,"Ausiàs March, 95, 08013 Barcelona Spain",+34 932 15 72 55,41.394917,2.180368,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d27966900-Reviews-Serennia_Apartamentos_Arc_de_Triomf-Barcelona_Catalonia.html
27969025,Heart of Barcelona Rooms,,0,0,,,,,"1 Plaça De La Vila De Madrid, 08002 Barcelona Spain",,41.384506,2.172515,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d27969025-Reviews-Heart_of_Barcelona_Rooms-Barcelona_Catalonia.html
27969432,By La Rambla Rooms,,0,0,,,,,"13 Carrer de la Canuda 1-1, 08002 Barcelona Spain",,41.38475,2.171562,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d27969432-Reviews-By_La_Rambla_Rooms-Barcelona_Catalonia.html
27970434,Gothic - Ramblas Apartments,,0,0,,218,410,,"9 Carrer d'Obradors, 08002 Barcelona Spain",,41.37979,2.177206,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d27970434-Reviews-Gothic_Ramblas_Apartments-Barcelona_Catalonia.html
27971971,BBarcelona Clot Apartments,,1,1,#814 of 888 Specialty lodging in Barcelona,204,386,,"616 Carrer de Mallorca, 08026 Barcelona Spain",+34 936 24 56 29,41.41115,2.185999,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d27971971-Reviews-BBarcelona_Clot_Apartments-Barcelona_Catalonia.html
27992521,Bruc,,0,0,,505,562,,"147 Carrer del Bruc, 08037 Barcelona Spain",,41.398575,2.163482,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d27992521-Reviews-Bruc-Barcelona_Catalonia.html
27992565,Gorgeous Living BCN Centre,,0,0,,,,,"Carrer Del Forn De La Fonda, 08003 Barcelona Spain",,,,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d27992565-Reviews-Gorgeous_Living_BCN_Centre-Barcelona_Catalonia.html
28001184,Coimpact Coliving Mallorca,,0,0,,,,,"Calle De Mallorca 317, 08037 Barcelona Spain",+1 620-349-4289,41.397488,2.167111,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d28001184-Reviews-Coimpact_Coliving_Mallorca-Barcelona_Catalonia.html
28003234,Boat Aloha,,1,1,#813 of 888 Specialty lodging in Barcelona,,,,"12 Carrer de la Pau, 08930 Barcelona Spain",,41.413185,2.228866,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d28003234-Reviews-Boat_Aloha-Barcelona_Catalonia.html
28039107,MySpaceBarcelona Carrer de Prats de Mollo,,0,0,,186,435,,"Carrer de Prats de Molló 14, 08021 Barcelona Spain",,41.4013,2.137874,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d28039107-Reviews-MySpaceBarcelona_Carrer_de_Prats_de_Mollo-Barcelona_Catalonia.html
28114938,"Hôtel Paraiso, Barcelone",,3,1,#637 of 888 Specialty lodging in Barcelona,,,,"Rda. de Sant Pau, 55-57, 08015 Barcelona Spain",+34 935 63 00 41,41.838303,-1.173802,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d28114938-Reviews-Hotel_Paraiso_Barcelone-Barcelona_Catalonia.html
28134417,Hotel Casa Teva,4,4.6,33,#337 of 521 hotels in Barcelona,159,390,,"Carrer del Marquès de Barberà, 22, 08001 Barcelona Spain",+34 936 55 89 95,41.378403,2.172112,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d28134417-Reviews-Hotel_Casa_Teva-Barcelona_Catalonia.html
28252715,Hotel Ecozentric,,0,0,,,,,"Carrer de Balmes, 23, 08007 Barcelona Spain",+34 934 12 21 18,41.387745,2.164505,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d28252715-Reviews-Hotel_Ecozentric-Barcelona_Catalonia.html
28393644,Habitacion Elegante,,0,0,,,,,"Passeig de Valldaura, 161 1°1°, 08042 Barcelona Spain",,41.43905,2.170158,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d28393644-Reviews-Habitacion_Elegante-Barcelona_Catalonia.html
28609782,MSB Brand New Apartments in City Center,,0,0,,,,,"Carrer de Marià Cubí 175, 08021 Barcelona Spain",,41.395493,2.145092,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d28609782-Reviews-MSB_Brand_New_Apartments_in_City_Center-Barcelona_Catalonia.html
28613755,Stay U-nique Apartments Pellaires,,0,0,,210,613,,"Carrer Dels Pellaires 25, 08019 Barcelona Spain",,41.40476,2.210217,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d28613755-Reviews-Stay_U_nique_Apartments_Pellaires-Barcelona_Catalonia.html
28667302,Efate Rooms,,0,0,,,,,"Ample 28, Principal 2, 8002 Barcelona Spain",,41.38195,2.175725,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d28667302-Reviews-Efate_Rooms-Barcelona_Catalonia.html
28826067,Hotel Abba Balmoral,,0,0,,,,,"Via Augusta Sant-Gervasi, 08006 Barcelona Spain",+34 935 15 30 75,41.400394,2.15134,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d28826067-Reviews-Hotel_Abba_Balmoral-Barcelona_Catalonia.html
28826096,Hotel Abba Balmoral,4,0,0,,168,576,,"Via Augusta, 5 Sarrià-Sant Gervasi, 08006 Barcelona Spain",+34 932 17 87 00,41.396175,2.155178,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d28826096-Reviews-Hotel_Abba_Balmoral-Barcelona_Catalonia.html
28841350,Nuria Villanueva Senen,,0,0,,,,,"Calle Sant Joan, 66, 08150 Barcelona Spain",+34 935 39 60 89,41.156097,1.102339,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d28841350-Reviews-Nuria_Villanueva_Senen-Barcelona_Catalonia.html
30564755,La Mejor Zona de Barcelona,,0,0,,220,637,,"Vía Augusta, 122, 08006 Barcelona Spain",,41.401024,2.146342,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d30564755-Reviews-La_Mejor_Zona_de_Barcelona-Barcelona_Catalonia.html
31599751,WG Rooms Barcelona,,0,0,,,,,"9 Carrer de Toledo, 08906 Barcelona Spain",,41.375435,2.101291,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d31599751-Reviews-WG_Rooms_Barcelona-Barcelona_Catalonia.html
32627721,The Born BCN,,0,0,,,,,Barcelona Spain,+972 54-537-1940,41.388275,2.176848,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d32627721-Reviews-The_Born_BCN-Barcelona_Catalonia.html
32710421,Hostal Bestprice Barcelona Stadium,,1,1,#809 of 888 Specialty lodging in Barcelona,,,,"Carrer Del Comte De Güell 34, 08028 Barcelona Spain",+34 934 40 02 57,41.37743,2.122669,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d32710421-Reviews-Hostal_Bestprice_Barcelona_Stadium-Barcelona_Catalonia.html
32710427,Hostel Bestprice Barcelona Stadium,,1,1,#816 of 888 Specialty lodging in Barcelona,,,,"Carrer Del Comte De Güell 34, 08028 Barcelona Spain",+34 934 40 02 57,41.377514,2.12266,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d32710427-Reviews-Hostel_Bestprice_Barcelona_Stadium-Barcelona_Catalonia.html
32725928,Hey Lola! Hostel,,4.3,8,#276 of 888 Specialty lodging in Barcelona,39,188,,"Calle De Salvà 36, 08004 Barcelona Spain",+34 931 39 37 59,41.373318,2.165751,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d32725928-Reviews-Hey_Lola_Hostel-Barcelona_Catalonia.html
32811378,Charming Rooms In Shared Apartment Close To Gracia,,0,0,,,,,"Avinguda de la República Argentina, 08023 Barcelona Spain",,41.407352,2.148405,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d32811378-Reviews-Charming_Rooms_In_Shared_Apartment_Close_To_Gracia-Barcelona_Catalonia.html
32831660,Boutique Apartments 23 Barcelona,,0,0,,184,370,,"23 Carrer de Camprodon, 08012 Barcelona Spain",+34 621 20 64 80,41.400993,2.164093,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d32831660-Reviews-Boutique_Apartments_23_Barcelona-Barcelona_Catalonia.html
32861093,Boutique Apartments 23 Barcelona,,0,0,,311,403,,"Carrer de Camprodon, 23 Gràcia, 08012 Barcelona Spain",+34 972 43 63 83,41.46172,2.181949,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d32861093-Reviews-Boutique_Apartments_23_Barcelona-Barcelona_Catalonia.html
32863821,Hotel Colón,,5,2,#438 of 521 hotels in Barcelona,342,687,,"Av. De La Catedral, 7, 08002 Barcelona Spain",+34 933 01 14 04,41.38497,2.175687,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d32863821-Reviews-Hotel_Colon-Barcelona_Catalonia.html
32871860,Livinn House,,0,0,,67,203,,"Carrer del Montseny, 92, 08904 Barcelona Spain",+34 617 12 00 10,41.370907,2.120863,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d32871860-Reviews-Livinn_House-Barcelona_Catalonia.html
32872710,Alos Apartments Passeig de Gràcia-Diagonal,,0,0,,234,382,,"Carrer de la Riera de Sant Miquel, 49, 08006 Barcelona Spain",+34 932 31 91 66,41.398495,2.155652,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d32872710-Reviews-Alos_Apartments_Passeig_de_Gracia_Diagonal-Barcelona_Catalonia.html
33001219,Centro Barcelona,,0,0,,,,,"Carrer de Sant Pere Més Baix, 08003 Barcelona Spain",,41.387623,2.177842,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d33001219-Reviews-Centro_Barcelona-Barcelona_Catalonia.html
33001267,Habitacion en centro de Barcelona,,0,0,,,,,"127 Carrer de Sant Pere Més Alt, 08003 Barcelona Spain",,41.38835,2.176194,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33001267-Reviews-Habitacion_en_centro_de_Barcelona-Barcelona_Catalonia.html
33002025,Sagrada Familia Double Sunny Room Metro L-5,,0,0,,,,,"Carrer De La Independència, 08026 Barcelona Spain",,41.411564,2.178341,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d33002025-Reviews-Sagrada_Familia_Double_Sunny_Room_Metro_L_5-Barcelona_Catalonia.html
33006854,Sagrada Familia Private Rooms,,0,0,,,,,"Carrer Del Rosselló, 300, 08037 Barcelona Spain",,41.400352,2.166847,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d33006854-Reviews-Sagrada_Familia_Private_Rooms-Barcelona_Catalonia.html
33009156,Moll de la Fusta Rooms,,3,1,#238 of 313 B&Bs / Inns in Barcelona,,,,"Pg. de Colom, 4, 08002 Barcelona Spain",,41.380802,2.18116,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d33009156-Reviews-Moll_de_la_Fusta_Rooms-Barcelona_Catalonia.html
33009274,Private Rooms,,0,0,,68,94,,"Carrer De La Mina De La Ciutat, 78, 08042 Barcelona Spain",,41.448456,2.175833,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d33009274-Reviews-Private_Rooms-Barcelona_Catalonia.html
33010644,Private Rooms Born Neighborhood,,0,0,,,,,"Carrer de Sant Pere Mitja, 34, 08003 Barcelona Spain",,41.388195,2.17805,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d33010644-Reviews-Private_Rooms_Born_Neighborhood-Barcelona_Catalonia.html
33010725,Private Rooms On Tamarit Street,,0,0,,,,,"Carrer de Tamarit, 115, 08015 Barcelona Spain",,41.376503,2.157775,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d33010725-Reviews-Private_Rooms_On_Tamarit_Street-Barcelona_Catalonia.html
33011012,Plaza Universitat Private Rooms,,0,0,,,,,"Plaça de la Universitat, 7, 08007 Barcelona Spain",,41.38551,2.164631,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33011012-Reviews-Plaza_Universitat_Private_Rooms-Barcelona_Catalonia.html
33027678,Hostel Lk Barcelona,,0,0,,,,,"Carrer Del Consell De Cent 30, 08014 Barcelona Spain",,41.376335,2.145587,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33027678-Reviews-Hostel_Lk_Barcelona-Barcelona_Catalonia.html
33077531,Iberostar Selection Paseo de Gracia,,0,0,,525,810,,"Pl. de Catalunya, 10, 8002 Barcelona Spain",+34 971 99 80 60,41.387875,2.169404,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d33077531-Reviews-Iberostar_Selection_Paseo_de_Gracia-Barcelona_Catalonia.html
33077917,easyHotel Barcelona La Sagrera,2,4.5,4,#428 of 521 hotels in Barcelona,109,468,$148,"Carrer Bofarull 4-6, 08027 Barcelona Spain",,41.418156,2.189058,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d33077917-Reviews-EasyHotel_Barcelona_La_Sagrera-Barcelona_Catalonia.html
33117344,Magatzem 128,,4,1,#196 of 313 B&Bs / Inns in Barcelona,116,333,,"Carrer De Calàbria 128, 08015 Barcelona Spain",+34 934 61 32 94,41.38112,2.153504,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d33117344-Reviews-Magatzem_128-Barcelona_Catalonia.html
33119343,UrbanDream Gothic Aartments & Studios,,0,0,,,,,"Carrer d'En Giralt el Pellicer, 18 Ciutat Vella, Barcelona Spain",,41.386417,2.178869,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d33119343-Reviews-UrbanDream_Gothic_Aartments_Studios-Barcelona_Catalonia.html
33180115,Barcelona Classic Palau Apartments,,0,0,,198,459,,"Carrer del Bou de Sant Pere, 24, 08003 Barcelona Spain",+34 935 04 74 70,41.388153,2.176521,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33180115-Reviews-Barcelona_Classic_Palau_Apartments-Barcelona_Catalonia.html
33205510,Hotel Best Aranea,3,4.4,9,#205 of 888 Specialty lodging in Barcelona,164,391,,"Carrer del Consell de Cent, 444, 08013 Barcelona Spain",+34 932 47 74 74,41.41097,2.175587,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33205510-Reviews-Hotel_Best_Aranea-Barcelona_Catalonia.html
33215765,Hotel Sant Pau,4,3.9,939,#295 of 521 hotels in Barcelona,120,319,,"Sant Antoni María Claret, 173 Esquina Sant Quintí, 08041 Barcelona Spain",+34 934 33 51 51,41.41409,2.179641,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d33215765-Reviews-Hotel_Sant_Pau-Barcelona_Catalonia.html
33250417,You Stylish Diagonal Apartments,,0,0,,267,508,,"Avenida Diagonal, 572, 08021 Barcelona Spain",,41.39348,2.146118,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33250417-Reviews-You_Stylish_Diagonal_Apartments-Barcelona_Catalonia.html
33263703,Hotel W Barcelona,,1,1,#513 of 521 hotels in Barcelona,,,,"Plaça Rosa del Vents, 1 Final Passeig de Joan de Borbó, 08039 Barcelona Spain",+34 932 95 28 00,41.66667,2,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d33263703-Reviews-Hotel_W_Barcelona-Barcelona_Catalonia.html
33265119,Habitación doble en Eixample,,0,0,,,,,"175 Carrer de Girona, 08037 Barcelona Spain",,41.399586,2.164648,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d33265119-Reviews-Habitacion_doble_en_Eixample-Barcelona_Catalonia.html
33284853,Habitacion Zona Clot Sagrada Familia,,0,0,,,,,"568 Carrer De Mallorca 2do Piso - Puerta # 2, 08026 Barcelona Spain",,41.40959,2.183717,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d33284853-Reviews-Habitacion_Zona_Clot_Sagrada_Familia-Barcelona_Catalonia.html
33301572,Apartment Barcelona Rentals - Sarria Apartments Near Center,,0,0,,238,513,,"Carrer de Prats de Molló 14, 08021 Barcelona Spain",,41.401306,2.137931,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33301572-Reviews-Apartment_Barcelona_Rentals_Sarria_Apartments_Near_Center-Barcelona_Catalonia.html
33400410,Poble Nou I You Stylish Apartments,,0,0,,429,1206,,"44 Carrer Pere IV, 08005 Barcelona Spain",,41.3953,2.191956,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33400410-Reviews-Poble_Nou_I_You_Stylish_Apartments-Barcelona_Catalonia.html
33401021,Stay U-nique Apartments Urgell,,0,0,,284,829,,"Calle de Villarroel 50, 08011 Barcelona Spain",,41.382767,2.160375,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33401021-Reviews-Stay_U_nique_Apartments_Urgell-Barcelona_Catalonia.html
33401209,Tendency Rambla Catalunya,,0,0,,416,778,,"Carrer de la Diputació, 247, 08011 Barcelona Spain",+34 666 72 97 98,41.388958,2.164883,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33401209-Reviews-Tendency_Rambla_Catalunya-Barcelona_Catalonia.html
33402644,Alcam Paseo San Juan,,0,0,,349,660,,"Passeig de Sant Joan 128, 08037 Barcelona Spain",,41.40123,2.167933,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33402644-Reviews-Alcam_Paseo_San_Juan-Barcelona_Catalonia.html
33415348,Sant Pau Ramblas Apartments Serennia,,0,0,,327,514,,"Carrer de Sant Pau, 41, 08001 Barcelona Spain",+34 932 15 72 55,41.37891,2.171938,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33415348-Reviews-Sant_Pau_Ramblas_Apartments_Serennia-Barcelona_Catalonia.html
33417687,Enjoy Apartments VP Camp Nou,,0,0,,,,,"Carrer de Ventura Plaja, 17, 08028 Barcelona Spain",,41.374672,2.126695,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33417687-Reviews-Enjoy_Apartments_VP_Camp_Nou-Barcelona_Catalonia.html
33425198,Rooms Vilaproma,,0,0,,92,184,,"Carrer de Viladomat 210, 08029 Barcelona Spain",+34 641 69 25 81,41.385338,2.150125,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33425198-Reviews-Rooms_Vilaproma-Barcelona_Catalonia.html
33425210,Alguera Hola Apartments,,0,0,,202,376,,"22 Carrer De La Pobla De Lillet Bajos A, 08028 Barcelona Spain",,41.38064,2.12976,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33425210-Reviews-Alguera_Hola_Apartments-Barcelona_Catalonia.html
33427737,Gg Hostel,,1,1,#818 of 888 Specialty lodging in Barcelona,82,204,,"Carrer De Girona, 33, 08010 Barcelona Spain",+34 622 78 30 62,41.39233,2.17398,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33427737-Reviews-Gg_Hostel-Barcelona_Catalonia.html
33429862,Alojamiento Villaroel,,0,0,,,,,"C. De Villarroel, 253, 08036 Barcelona Spain",,41.39188,2.14753,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33429862-Reviews-Alojamiento_Villaroel-Barcelona_Catalonia.html
33433604,Enrique Granados,,0,0,,229,439,,"125 Carrer D'enric Granados, 08008 Barcelona Spain",+34 638 26 00 08,41.39173,2.15694,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33433604-Reviews-Enrique_Granados-Barcelona_Catalonia.html
33436972,Habitaciones Gabriela,,0,0,,,,,"Gran Via De Les Corts Catalanes, 417, 08015 Barcelona Spain",,41.37766,2.15203,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33436972-Reviews-Habitaciones_Gabriela-Barcelona_Catalonia.html
33439642,Ciudadela Park 1,,0,0,,339,505,,"19 Avinguda Meridiana, 08018 Barcelona Spain",,41.39364,2.18655,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33439642-Reviews-Ciudadela_Park_1-Barcelona_Catalonia.html
33448756,Rooms Gran Via,,0,0,,75,166,,"Gran Via de les Corts Catalanes 419, 08015 Barcelona Spain",+34 641 69 25 81,41.377766,2.15227,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33448756-Reviews-Rooms_Gran_Via-Barcelona_Catalonia.html
33448826,Alojamiento Viladomat,,0,0,,122,210,,"Carrer De Viladomat, 210, 08029 Barcelona Spain",,41.38537,2.1502,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33448826-Reviews-Alojamiento_Viladomat-Barcelona_Catalonia.html
33449242,Barcelona Beach Apartments,,5,1,#411 of 888 Specialty lodging in Barcelona,205,336,,"Carrer De La Mestrança, 55, 08003 Barcelona Spain",,41.37707,2.19037,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33449242-Reviews-Barcelona_Beach_Apartments-Barcelona_Catalonia.html
33449446,Urban Flats Park Guell,,0,0,,204,356,,"82 Carrer De La Mare De Déu Del Coll, 08023 Barcelona Spain",,41.41132,2.14745,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33449446-Reviews-Urban_Flats_Park_Guell-Barcelona_Catalonia.html
33451526,Serra House Premium Apartments,,0,0,,,,,"Carrer D'en Serra, 15, 08002 Barcelona Spain",,41.37982,2.17868,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33451526-Reviews-Serra_House_Premium_Apartments-Barcelona_Catalonia.html
33457503,Belliving,,0,0,,,,,"Carrer De La Diputació, 453, 08013 Barcelona Spain",,41.40052,2.18018,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d33457503-Reviews-Belliving-Barcelona_Catalonia.html
